School Name,School Code,School ID
Montgomery College,U2Nob29sLTEzNTk=,1359
Macomb Community College (all campuses),U2Nob29sLTEzNjA=,1360
University of Southern Mississippi,U2Nob29sLTEzNjE=,1361
University of Massachusetts Lowell,U2Nob29sLTEzNjI=,1362
Shoreline Community College,U2Nob29sLTEzNjM=,1363
Northern Arizona University,U2Nob29sLTEzNjQ=,1364
Henry Ford College,U2Nob29sLTEzNjY=,1366
Chabot College,U2Nob29sLTEzNjc=,1367
Frostburg State University,U2Nob29sLTEzNjk=,1369
Del Mar College,U2Nob29sLTEzNzA=,1370
Santa Monica College,U2Nob29sLTEzNzE=,1371
University of Minnesota Duluth,U2Nob29sLTEzNzI=,1372
Oakland Community College - Auburn Hills,U2Nob29sLTEzNzM=,1373
Oakland Community College - Royal Oak,U2Nob29sLTEzNzQ=,1374
Oakland Community College - Southfield,U2Nob29sLTEzNzU=,1375
Oakland Community College - Highland Lakes,U2Nob29sLTEzNzY=,1376
Oakland Community College - Orchard Ridge,U2Nob29sLTEzNzc=,1377
Montcalm Community College,U2Nob29sLTEzODA=,1380
University of Southern California,U2Nob29sLTEzODE=,1381
The University of Tennessee Health Science Center,U2Nob29sLTEzODQ=,1384
The University of Tennessee Knoxville,U2Nob29sLTEzODU=,1385
University of Memphis,U2Nob29sLTEzODY=,1386
University of Southern Indiana,U2Nob29sLTEzODc=,1387
DePaul University,U2Nob29sLTEzODk=,1389
University of Tampa,U2Nob29sLTEzOTA=,1390
University of Arkansas,U2Nob29sLTEzOTE=,1391
Ursinus College,U2Nob29sLTEzOTQ=,1394
Cerro Coso Community College,U2Nob29sLTEzOTY=,1396
Westchester Community College,U2Nob29sLTEzOTc=,1397
Illinois Central College,U2Nob29sLTEzOTk=,1399
Columbia College Chicago,U2Nob29sLTE0MDA=,1400
Ocean County College,U2Nob29sLTE0MDE=,1401
El Camino College,U2Nob29sLTE0MDM=,1403
Adrian College,U2Nob29sLTE0MDQ=,1404
Schoolcraft College - (ALL),U2Nob29sLTE0MDU=,1405
Acadia University,U2Nob29sLTE0MDY=,1406
Athabasca University,U2Nob29sLTE0MDg=,1408
"Augustana Campus, University of Alberta",U2Nob29sLTE0MDk=,1409
Bishop&#x27;s University,U2Nob29sLTE0MTA=,1410
Brandon University,U2Nob29sLTE0MTE=,1411
Brock University,U2Nob29sLTE0MTU=,1415
University of Calgary,U2Nob29sLTE0MTY=,1416
Campion College,U2Nob29sLTE0MTc=,1417
Cape Breton University,U2Nob29sLTE0MTg=,1418
Carleton University,U2Nob29sLTE0MjA=,1420
Concordia University of Edmonton,U2Nob29sLTE0MjE=,1421
Dalhousie University,U2Nob29sLTE0MjM=,1423
University of the Fraser Valley,U2Nob29sLTE0MjU=,1425
University of Guelph,U2Nob29sLTE0MjY=,1426
Ecole des Hautes Etudes Commerciales,U2Nob29sLTE0Mjc=,1427
The King&#x27;s University,U2Nob29sLTE0MzA=,1430
University of King&#x27;s College,U2Nob29sLTE0MzE=,1431
Laurentian University of Sudbury,U2Nob29sLTE0MzM=,1433
Universite Laval,U2Nob29sLTE0MzQ=,1434
University of Lethbridge,U2Nob29sLTE0MzU=,1435
Vancouver Island University,U2Nob29sLTE0Mzc=,1437
University of Manitoba,U2Nob29sLTE0Mzg=,1438
McGill University,U2Nob29sLTE0Mzk=,1439
McMaster University,U2Nob29sLTE0NDA=,1440
Memorial University of Newfoundland,U2Nob29sLTE0NDE=,1441
Universite de Montreal,U2Nob29sLTE0NDM=,1443
Mount Allison University,U2Nob29sLTE0NDQ=,1444
Mount Saint Vincent University,U2Nob29sLTE0NDU=,1445
University of New Brunswick,U2Nob29sLTE0NDY=,1446
University of Northern British Columbia,U2Nob29sLTE0NDg=,1448
Nova Scotia Agricultural College,U2Nob29sLTE0NDk=,1449
Nova Scotia College of Art and Design,U2Nob29sLTE0NTA=,1450
University of Ottawa,U2Nob29sLTE0NTI=,1452
Ecole Polytechnique de Montreal,U2Nob29sLTE0NTM=,1453
University of Prince Edward Island,U2Nob29sLTE0NTQ=,1454
Universite du Quebec en Abitibi-Temiscamingue,U2Nob29sLTE0NTY=,1456
Universite du Quebec a Chicoutimi,U2Nob29sLTE0NTc=,1457
Ecole nationale d&#x27;administration publique,U2Nob29sLTE0NTg=,1458
Ecole de Technologie Superieure,U2Nob29sLTE0NTk=,1459
Universite du Quebec a Hull,U2Nob29sLTE0NjA=,1460
Institut National de la Recherche Scientifique,U2Nob29sLTE0NjE=,1461
Universite du Quebec a Montreal,U2Nob29sLTE0NjI=,1462
Universite du Quebec a Rimouski,U2Nob29sLTE0NjM=,1463
Tele-universite,U2Nob29sLTE0NjQ=,1464
Universite du Quebec a Trois-Rivieres,U2Nob29sLTE0NjU=,1465
Queen&#x27;s University at Kingston,U2Nob29sLTE0NjY=,1466
University of Regina,U2Nob29sLTE0Njg=,1468
Royal Military College of Canada,U2Nob29sLTE0Njk=,1469
Royal Roads University,U2Nob29sLTE0NzA=,1470
St. Francis Xavier University,U2Nob29sLTE0NzM=,1473
Saint Mary&#x27;s University,U2Nob29sLTE0NzU=,1475
University of Saskatchewan,U2Nob29sLTE0ODA=,1480
Universite de Sherbrooke,U2Nob29sLTE0ODE=,1481
University of Toronto - St. George Campus,U2Nob29sLTE0ODQ=,1484
Trent University,U2Nob29sLTE0ODU=,1485
Trinity Western University,U2Nob29sLTE0ODc=,1487
University of Victoria,U2Nob29sLTE0ODg=,1488
Victoria University,U2Nob29sLTE0ODk=,1489
University of Waterloo,U2Nob29sLTE0OTA=,1490
Western University,U2Nob29sLTE0OTE=,1491
Wilfrid Laurier University - Waterloo,U2Nob29sLTE0OTI=,1492
University of Windsor,U2Nob29sLTE0OTM=,1493
University of Winnipeg,U2Nob29sLTE0OTQ=,1494
York University -  Keele Campus,U2Nob29sLTE0OTU=,1495
Seneca College of Applied Arts and Technology (all campuses),U2Nob29sLTE0OTc=,1497
Algoma University,U2Nob29sLTE0OTg=,1498
Humber College,U2Nob29sLTE1MDA=,1500
Mohawk College,U2Nob29sLTE1MDI=,1502
Grossmont College,U2Nob29sLTE1MDM=,1503
Martin Luther College,U2Nob29sLTE1MDQ=,1504
New York Chiropractic College,U2Nob29sLTE1MDU=,1505
Santa Rosa Junior College,U2Nob29sLTE1MDY=,1506
Ventura College,U2Nob29sLTE1MDc=,1507
Oxnard College,U2Nob29sLTE1MDg=,1508
Moorpark College,U2Nob29sLTE1MDk=,1509
Eastern Maine Community College,U2Nob29sLTE1MTE=,1511
University of Massachusetts - Amherst,U2Nob29sLTE1MTM=,1513
Durham College,U2Nob29sLTE1MTQ=,1514
University of Pittsburgh at Johnstown,U2Nob29sLTE1MTU=,1515
University of Texas at San Antonio,U2Nob29sLTE1MTY=,1516
Nassau Community College,U2Nob29sLTE1MTc=,1517
Xavier University,U2Nob29sLTE1MTg=,1518
The New School,U2Nob29sLTE1MTk=,1519
Drexel University,U2Nob29sLTE1MjE=,1521
Middlesex County College,U2Nob29sLTE1MjI=,1522
DePauw University,U2Nob29sLTE1MjM=,1523
University of North Alabama,U2Nob29sLTE1MjU=,1525
Olympic College,U2Nob29sLTE1Mjg=,1528
Red River College,U2Nob29sLTE1Mjk=,1529
Douglas College,U2Nob29sLTE1MzE=,1531
Florida Agricultural and Mechanical University,U2Nob29sLTE1MzM=,1533
University of Michigan - Dearborn,U2Nob29sLTE1MzQ=,1534
SUNY Broome,U2Nob29sLTE1Mzc=,1537
Missouri University of Science and Technology,U2Nob29sLTE1Mzg=,1538
Red Rocks Community College,U2Nob29sLTE1Mzk=,1539
Fanshawe College,U2Nob29sLTE1NDI=,1542
Valencia College - East and West Campus,U2Nob29sLTE1NDQ=,1544
University of North Florida,U2Nob29sLTE1NDY=,1546
Delta College,U2Nob29sLTE1NDc=,1547
SUNY Brockport,U2Nob29sLTE1NDk=,1549
Conestoga College,U2Nob29sLTE1NTA=,1550
Vancouver Community College,U2Nob29sLTE1NTE=,1551
Keyano College,U2Nob29sLTE1NTI=,1552
Bellevue College,U2Nob29sLTE1NTM=,1553
Francis Marion University,U2Nob29sLTE1NTU=,1555
Tarrant County College (all),U2Nob29sLTE1NTc=,1557
Kellogg Community College,U2Nob29sLTE1NTg=,1558
Mount St. Joseph University,U2Nob29sLTE1NjA=,1560
Southwestern Baptist Theological Seminary,U2Nob29sLTE1NjE=,1561
University of Portland,U2Nob29sLTE1NjI=,1562
Joliet Junior College,U2Nob29sLTE1NjM=,1563
Ferrum College,U2Nob29sLTE1NjQ=,1564
MacEwan University,U2Nob29sLTE1Njk=,1569
Mount Royal University,U2Nob29sLTE1NzA=,1570
Kalamazoo Valley Community College,U2Nob29sLTE1NzI=,1572
Lansing Community College,U2Nob29sLTE1NzQ=,1574
North Central Michigan College,U2Nob29sLTE1NzU=,1575
University of Notre Dame,U2Nob29sLTE1NzY=,1576
Parkland College,U2Nob29sLTE1Nzc=,1577
Tompkins Cortland Community College,U2Nob29sLTE1Nzk=,1579
Mendocino College,U2Nob29sLTE1ODA=,1580
Foothill College,U2Nob29sLTE1ODE=,1581
Los Angeles Harbor College,U2Nob29sLTE1ODI=,1582
Dillard University,U2Nob29sLTE1ODU=,1585
Duquesne University,U2Nob29sLTE1ODY=,1586
Stevenson University,U2Nob29sLTE1ODk=,1589
Delaware State University,U2Nob29sLTE1OTA=,1590
Pensacola Christian College,U2Nob29sLTE1OTE=,1591
New College of Florida,U2Nob29sLTE1OTM=,1593
University of New Orleans,U2Nob29sLTE1OTQ=,1594
Central Carolina Technical College,U2Nob29sLTE1OTU=,1595
Greenville Technical College,U2Nob29sLTE1OTc=,1597
Yuba College,U2Nob29sLTE1OTg=,1598
Raritan Valley Community College,U2Nob29sLTE1OTk=,1599
University of San Francisco,U2Nob29sLTE2MDA=,1600
Loyalist College,U2Nob29sLTE2MDE=,1601
East Georgia State College,U2Nob29sLTE2MDI=,1602
University of Wisconsin-Whitewater.,U2Nob29sLTE2MDQ=,1604
Lackawanna College,U2Nob29sLTE2MDk=,1609
Dickinson College,U2Nob29sLTE2MjM=,1623
Centenary University,U2Nob29sLTE2Mjc=,1627
St. John Fisher University,U2Nob29sLTE2Mjg=,1628
Monroe Community College,U2Nob29sLTE2Mjk=,1629
Genesee Community College,U2Nob29sLTE2MzA=,1630
Truckee Meadows Community College,U2Nob29sLTE2MzE=,1631
Kendall College of Art and Design,U2Nob29sLTE2MzI=,1632
Redeemer University,U2Nob29sLTE2MzM=,1633
Rasmussen College (was: Aaker College),U2Nob29sLTE2MzQ=,1634
Academy College,U2Nob29sLTE2MzU=,1635
Academy of Court Reporting &amp; Technology,U2Nob29sLTE2Mzc=,1637
Academy of Court Reporting: Columbus,U2Nob29sLTE2Mzk=,1639
Academy of Medical and Business Careers,U2Nob29sLTE2NDA=,1640
Keystone Technical Institute,U2Nob29sLTE2NDE=,1641
SUNY Adirondack,U2Nob29sLTE2NDI=,1642
Aiken Technical College,U2Nob29sLTE2NDM=,1643
Aims Community College,U2Nob29sLTE2NDQ=,1644
Alamance Community College,U2Nob29sLTE2NDY=,1646
Central New Mexico Community College,U2Nob29sLTE2NDc=,1647
Alexandria Technical &amp; Community College,U2Nob29sLTE2NDg=,1648
Allan Hancock College,U2Nob29sLTE2NDk=,1649
Allegany College of Maryland,U2Nob29sLTE2NTA=,1650
Allen Community College,U2Nob29sLTE2NTE=,1651
LeHigh Valley College,U2Nob29sLTE2NTI=,1652
Altoona School of Commerce,U2Nob29sLTE2NTU=,1655
Alvin Community College,U2Nob29sLTE2NTY=,1656
Amarillo College,U2Nob29sLTE2NTc=,1657
American Commercial College,U2Nob29sLTE2NjA=,1660
AIB College of Business,U2Nob29sLTE2NjE=,1661
American School of Business,U2Nob29sLTE2NjI=,1662
Ancilla College,U2Nob29sLTE2NjQ=,1664
"Kaplan University, South Portland Campus",U2Nob29sLTE2NjU=,1665
Andrew College,U2Nob29sLTE2NjY=,1666
Angelina College,U2Nob29sLTE2Njc=,1667
Anne Arundel Community College (all campuses),U2Nob29sLTE2Njg=,1668
Anoka Technical College,U2Nob29sLTE2Njk=,1669
Antelope Valley College,U2Nob29sLTE2NzE=,1671
Antonelli College,U2Nob29sLTE2NzI=,1672
Antonelli College: Hattiesburg,U2Nob29sLTE2NzM=,1673
Antonelli College: Jackson,U2Nob29sLTE2NzQ=,1674
Antonelli Institute of Art and Photography,U2Nob29sLTE2NzU=,1675
Arapahoe Community College,U2Nob29sLTE2NzY=,1676
Arizona Automotive Institute,U2Nob29sLTE2Nzc=,1677
International Institute of the Americas,U2Nob29sLTE2Nzg=,1678
International Institute Of The Americas,U2Nob29sLTE2Nzk=,1679
Arizona Western College,U2Nob29sLTE2ODA=,1680
Arkansas State University: Mountain Home,U2Nob29sLTE2ODI=,1682
Southwest University of Visual Arts,U2Nob29sLTE2ODM=,1683
The Art Center Design College - Albuquerque,U2Nob29sLTE2ODQ=,1684
Art Institute of Cincinnati College of Design,U2Nob29sLTE2ODU=,1685
The Art Institute of Dallas,U2Nob29sLTE2ODY=,1686
Art Institute of Houston,U2Nob29sLTE2ODc=,1687
The Art Institute of California - Los Angeles,U2Nob29sLTE2ODg=,1688
The Art Institute of Pittsburgh (All),U2Nob29sLTE2ODk=,1689
Asheville Buncombe Technical Community College,U2Nob29sLTE2OTE=,1691
Ashland Community College,U2Nob29sLTE2OTI=,1692
Asnuntuck Community College,U2Nob29sLTE2OTM=,1693
Assumption College for Sisters,U2Nob29sLTE2OTQ=,1694
ATI College of Health,U2Nob29sLTE2OTg=,1698
Atlanta Metropolitan State College,U2Nob29sLTE2OTk=,1699
Atlantic Cape Community College,U2Nob29sLTE3MDA=,1700
Atlantic Coast Institute,U2Nob29sLTE3MDE=,1701
Austin Business College,U2Nob29sLTE3MDM=,1703
Bacone College,U2Nob29sLTE3MDU=,1705
Bainbridge State College,U2Nob29sLTE3MDY=,1706
Baker College of Jackson,U2Nob29sLTE3MDc=,1707
Baltimore City Community College,U2Nob29sLTE3MDg=,1708
Barstow Community College,U2Nob29sLTE3MDk=,1709
Barton County Community College,U2Nob29sLTE3MTA=,1710
Baton Rouge School of Computers,U2Nob29sLTE3MTE=,1711
Bauder College,U2Nob29sLTE3MTI=,1712
Bay de Noc Community College,U2Nob29sLTE3MTM=,1713
Bay Mills Community College,U2Nob29sLTE3MTQ=,1714
Bay State College,U2Nob29sLTE3MTU=,1715
Beal College,U2Nob29sLTE3MTY=,1716
Beaufort County Community College,U2Nob29sLTE3MTc=,1717
Bel-Rea Institute of Animal Technology,U2Nob29sLTE3MTg=,1718
Bellingham Technical College,U2Nob29sLTE3MTk=,1719
Belmont College,U2Nob29sLTE3MjA=,1720
Bergen Community College,U2Nob29sLTE3MjI=,1722
Berks Technical Institute,U2Nob29sLTE3MjQ=,1724
Berkshire Community College,U2Nob29sLTE3MjU=,1725
Bethany Lutheran College,U2Nob29sLTE3Mjc=,1727
Bidwell Training Center,U2Nob29sLTE3Mjk=,1729
Big Bend Community College,U2Nob29sLTE3MzA=,1730
Bishop State Community College,U2Nob29sLTE3MzE=,1731
Black Hawk College,U2Nob29sLTE3MzM=,1733
Black Hawk College: East Campus,U2Nob29sLTE3MzQ=,1734
Blackfeet Community College,U2Nob29sLTE3MzU=,1735
Blackhawk Technical College,U2Nob29sLTE3MzY=,1736
Bladen Community College,U2Nob29sLTE3Mzc=,1737
Blue Mountain Community College,U2Nob29sLTE3NDA=,1740
Fortis College,U2Nob29sLTE3NDI=,1742
Bossier Parish Community College,U2Nob29sLTE3NDQ=,1744
Bowling Green State University: Firelands College,U2Nob29sLTE3NDU=,1745
Bradford School,U2Nob29sLTE3NDY=,1746
Bradford School: Pittsburgh,U2Nob29sLTE3NDc=,1747
Art Institute of York,U2Nob29sLTE3NDg=,1748
Bramson ORT College,U2Nob29sLTE3NDk=,1749
Brazosport College,U2Nob29sLTE3NTA=,1750
Eastern Florida State College,U2Nob29sLTE3NTE=,1751
Briarcliffe College - Bethpage,U2Nob29sLTE3NTI=,1752
Briarwood College,U2Nob29sLTE3NTM=,1753
Brigham Young University - Idaho,U2Nob29sLTE3NTQ=,1754
Bristol Community College (all campuses),U2Nob29sLTE3NTU=,1755
Brookdale Community College,U2Nob29sLTE3NTY=,1756
Brooks College,U2Nob29sLTE3NTg=,1758
Brown College - Mendota Heights,U2Nob29sLTE3NTk=,1759
Brown Mackie College,U2Nob29sLTE3NjA=,1760
Brunswick Community College,U2Nob29sLTE3NjE=,1761
Bryant and Stratton College: Cleveland West,U2Nob29sLTE3Njk=,1769
Bryant and Stratton College: Hampton,U2Nob29sLTE3NzA=,1770
Bryant and Stratton College: Richmond,U2Nob29sLTE3NzE=,1771
Bryant and Stratton College: Willoughby Hills,U2Nob29sLTE3NzI=,1772
UEI College - Phoenix,U2Nob29sLTE3NzQ=,1774
Bucks County Community College,U2Nob29sLTE3NzU=,1775
Bunker Hill Community College,U2Nob29sLTE3NzY=,1776
Butler County Community College,U2Nob29sLTE3ODA=,1780
Butte College,U2Nob29sLTE3ODI=,1782
CHI Institute/RETS Campus,U2Nob29sLTE3ODM=,1783
Cabrillo College,U2Nob29sLTE3ODQ=,1784
Caldwell Community College and Technical Institute,U2Nob29sLTE3ODU=,1785
Calhoun Community College (all campuses),U2Nob29sLTE3ODY=,1786
California Academy of Merchandising Art and Design,U2Nob29sLTE3ODc=,1787
California Culinary Academy,U2Nob29sLTE3ODg=,1788
Art Institute of California - Hollywood,U2Nob29sLTE3ODk=,1789
Cambria-Rowe Business College,U2Nob29sLTE3OTE=,1791
Cambria-Rowe Business College: Indiana,U2Nob29sLTE3OTI=,1792
Canada College,U2Nob29sLTE3OTY=,1796
Cape Cod Community College,U2Nob29sLTE3OTc=,1797
Capital Community College,U2Nob29sLTE3OTk=,1799
Career College of Northern Nevada,U2Nob29sLTE4MDA=,1800
Career Colleges of Chicago,U2Nob29sLTE4MDE=,1801
Career Training Academy,U2Nob29sLTE4MDI=,1802
Career Training Academy: Monroeville,U2Nob29sLTE4MDM=,1803
Carl Albert State College,U2Nob29sLTE4MDQ=,1804
Carl Sandburg College,U2Nob29sLTE4MDU=,1805
Carolinas College of Health Sciences,U2Nob29sLTE4MDY=,1806
Carroll Community College,U2Nob29sLTE4MDc=,1807
Carteret Community College,U2Nob29sLTE4MDg=,1808
Casper College,U2Nob29sLTE4MDk=,1809
Catawba Valley Community College,U2Nob29sLTE4MTA=,1810
School of Nursing of Saint Vincent Catholic Med.,U2Nob29sLTE4MTE=,1811
Cayuga Community College,U2Nob29sLTE4MTI=,1812
Dallas College - Cedar Valley Campus,U2Nob29sLTE4MTU=,1815
Central Alabama Community College,U2Nob29sLTE4MTY=,1816
Central Arizona College,U2Nob29sLTE4MTc=,1817
Central Carolina Community College,U2Nob29sLTE4MTg=,1818
Central Community College,U2Nob29sLTE4MTk=,1819
College of Central Florida - Ocala,U2Nob29sLTE4MjA=,1820
Central Lakes College,U2Nob29sLTE4MjE=,1821
Central Maine Medical Center School of Nursing,U2Nob29sLTE4MjI=,1822
Central Maine Community College,U2Nob29sLTE4MjM=,1823
Central Ohio Technical College,U2Nob29sLTE4MjQ=,1824
Central Oregon Community College,U2Nob29sLTE4MjU=,1825
Central Penn College,U2Nob29sLTE4MjY=,1826
Central Texas College,U2Nob29sLTE4Mjg=,1828
Central Virginia Community College,U2Nob29sLTE4Mjk=,1829
Central Wyoming College,U2Nob29sLTE4MzA=,1830
Centralia College,U2Nob29sLTE4MzE=,1831
Cerritos College,U2Nob29sLTE4MzM=,1833
Certified Careers Institute,U2Nob29sLTE4MzQ=,1834
Certified Careers Institute: Ogden,U2Nob29sLTE4MzU=,1835
Chaffey College (all campuses),U2Nob29sLTE4MzY=,1836
Charter College,U2Nob29sLTE4Mzc=,1837
Chattahoochee Technical College,U2Nob29sLTE4Mzg=,1838
Chattahoochee Valley Community College,U2Nob29sLTE4Mzk=,1839
Chattanooga State Community College,U2Nob29sLTE4NDA=,1840
Chemeketa Community College,U2Nob29sLTE4NDE=,1841
Chesterfield-Marlboro Technical College,U2Nob29sLTE4NDI=,1842
CHI Institute,U2Nob29sLTE4NDM=,1843
Chippewa Valley Technical College,U2Nob29sLTE4NDU=,1845
Churchman Business School,U2Nob29sLTE4NDY=,1846
Cisco Junior College,U2Nob29sLTE4NDg=,1848
City College of San Francisco,U2Nob29sLTE4NTA=,1850
City College: Gainesville,U2Nob29sLTE4NTE=,1851
City College: Miami,U2Nob29sLTE4NTI=,1852
Harry S. Truman College,U2Nob29sLTE4NTM=,1853
Kennedy-King College,U2Nob29sLTE4NTQ=,1854
Malcolm X College,U2Nob29sLTE4NTU=,1855
Olive-Harvey College,U2Nob29sLTE4NTY=,1856
Richard J. Daley College,U2Nob29sLTE4NTc=,1857
Clackamas Community College,U2Nob29sLTE4NTk=,1859
Clarendon College,U2Nob29sLTE4NjA=,1860
Clark College,U2Nob29sLTE4NjE=,1861
Clark State College,U2Nob29sLTE4NjI=,1862
Clatsop Community College,U2Nob29sLTE4NjM=,1863
Cleveland Community College,U2Nob29sLTE4NjQ=,1864
Cleveland Institute of Electronics,U2Nob29sLTE4NjU=,1865
Cleveland State Community College,U2Nob29sLTE4NjY=,1866
Cloud County Community College,U2Nob29sLTE4Njk=,1869
Clovis Community College,U2Nob29sLTE4NzA=,1870
Coahoma Community College,U2Nob29sLTE4NzE=,1871
Coastal Bend College,U2Nob29sLTE4NzI=,1872
Coastal Carolina Community College,U2Nob29sLTE4NzM=,1873
College of Coastal Georgia,U2Nob29sLTE4NzQ=,1874
Coastline Community College - Garden Grove,U2Nob29sLTE4NzU=,1875
Colby Community College,U2Nob29sLTE4Nzg=,1878
College of Alameda,U2Nob29sLTE4Nzk=,1879
College of DuPage,U2Nob29sLTE4ODE=,1881
College of Lake County,U2Nob29sLTE4ODI=,1882
College of Marin - Kentfield,U2Nob29sLTE4ODM=,1883
National Polytechnic College of Science,U2Nob29sLTE4ODQ=,1884
College of Office Technology,U2Nob29sLTE4ODU=,1885
College of San Mateo,U2Nob29sLTE4ODY=,1886
College of Southern Idaho,U2Nob29sLTE4ODc=,1887
College of Southern Maryland,U2Nob29sLTE4ODg=,1888
College of the Albemarle,U2Nob29sLTE4ODk=,1889
College of the Canyons,U2Nob29sLTE4OTA=,1890
College of the Desert (all campuses),U2Nob29sLTE4OTE=,1891
College of the Mainland,U2Nob29sLTE4OTI=,1892
College of the Redwoods,U2Nob29sLTE4OTM=,1893
College of the Sequoias,U2Nob29sLTE4OTQ=,1894
College of the Siskiyous,U2Nob29sLTE4OTU=,1895
Collin College (Central Park),U2Nob29sLTE4OTY=,1896
Colorado Mountain College: Alpine Campus,U2Nob29sLTE4OTc=,1897
Colorado Mountain College,U2Nob29sLTE4OTg=,1898
Colorado Mountain College: Timberline Campus,U2Nob29sLTE4OTk=,1899
Colorado Northwestern Community College,U2Nob29sLTE5MDA=,1900
Colorado School of Trades,U2Nob29sLTE5MDE=,1901
Columbia Basin College,U2Nob29sLTE5MDI=,1902
Columbia Gorge Community College,U2Nob29sLTE5MDQ=,1904
Columbia Junior College of Business,U2Nob29sLTE5MDU=,1905
Columbia State Community College,U2Nob29sLTE5MDY=,1906
Columbia-Greene Community College,U2Nob29sLTE5MDc=,1907
Columbus State Community College,U2Nob29sLTE5MDg=,1908
Columbus Technical College,U2Nob29sLTE5MDk=,1909
Commonwealth Business College,U2Nob29sLTE5MTA=,1910
Commonwealth Business College: Michigan City,U2Nob29sLTE5MTE=,1911
Commonwealth Institute of Funeral Service,U2Nob29sLTE5MTI=,1912
Community College of Allegheny County,U2Nob29sLTE5MTQ=,1914
Community College of Aurora,U2Nob29sLTE5MTU=,1915
Community College of Baltimore County - Dundalk,U2Nob29sLTE5MTY=,1916
Community College of Baltimore County - Essex,U2Nob29sLTE5MTc=,1917
Community College of Beaver County,U2Nob29sLTE5MTg=,1918
Community College of Denver,U2Nob29sLTE5MTk=,1919
Community College of Philadelphia,U2Nob29sLTE5MjA=,1920
Community College of the Air Force,U2Nob29sLTE5MjM=,1923
Compton College,U2Nob29sLTE5MjU=,1925
ConCorde Career College,U2Nob29sLTE5Mjg=,1928
Connors State College,U2Nob29sLTE5Mjk=,1929
Consolidated School of Business: Lancaster,U2Nob29sLTE5MzA=,1930
Consolidated School of Business: York,U2Nob29sLTE5MzE=,1931
Contra Costa College - San Pablo,U2Nob29sLTE5MzI=,1932
Le Cordon Bleu College of Culinary Arts in Chicago,U2Nob29sLTE5MzM=,1933
Cooper Career Institute,U2Nob29sLTE5MzQ=,1934
Copiah-Lincoln Community College,U2Nob29sLTE5MzU=,1935
Corning Community College,U2Nob29sLTE5MzY=,1936
Cossatot Community College of Arkansas,U2Nob29sLTE5Mzc=,1937
Cosumnes River College,U2Nob29sLTE5Mzg=,1938
Cottey College,U2Nob29sLTE5Mzk=,1939
County College of Morris,U2Nob29sLTE5NDA=,1940
Court Reporting Institute of Dallas,U2Nob29sLTE5NDE=,1941
Cowley County Community College,U2Nob29sLTE5NDI=,1942
Crafton Hills College,U2Nob29sLTE5NDM=,1943
Craven Community College,U2Nob29sLTE5NDQ=,1944
Crowder College,U2Nob29sLTE5NDU=,1945
Crowley&#x27;s Ridge College,U2Nob29sLTE5NDY=,1946
Cuesta College,U2Nob29sLTE5NDc=,1947
Louisiana Culinary Institute,U2Nob29sLTE5NDg=,1948
Cuyahoga Community College (all campuses),U2Nob29sLTE5NTE=,1951
Cuyamaca College,U2Nob29sLTE5NTM=,1953
Cypress College,U2Nob29sLTE5NTQ=,1954
D-Q University,U2Nob29sLTE5NTU=,1955
Dabney S. Lancaster Community College,U2Nob29sLTE5NTY=,1956
Dakota County Technical College,U2Nob29sLTE5NTc=,1957
Dallas Institute of Funeral Service,U2Nob29sLTE5NTg=,1958
Danville Area Community College,U2Nob29sLTE5NTk=,1959
Danville Community College,U2Nob29sLTE5NjA=,1960
Darton State College,U2Nob29sLTE5NjE=,1961
Davenport University-Central Region,U2Nob29sLTE5NjI=,1962
Davidson-Davie Community College,U2Nob29sLTE5NjM=,1963
Davis College,U2Nob29sLTE5NjQ=,1964
Dawson Community College,U2Nob29sLTE5NjU=,1965
Daytona State College,U2Nob29sLTE5NjY=,1966
De Anza College,U2Nob29sLTE5Njc=,1967
Dean College,U2Nob29sLTE5Njg=,1968
Dean Institute of Technology,U2Nob29sLTE5Njk=,1969
Deep Springs College,U2Nob29sLTE5NzA=,1970
Delaware County Community College,U2Nob29sLTE5NzI=,1972
Delgado Community College (ALL),U2Nob29sLTE5NzM=,1973
Delta College of Arts and Technology,U2Nob29sLTE5NzQ=,1974
Delta Tech,U2Nob29sLTE5NzU=,1975
Denmark Technical College,U2Nob29sLTE5NzY=,1976
Design Institute,U2Nob29sLTE5ODA=,1980
Dine College,U2Nob29sLTE5ODE=,1981
Dixie State University,U2Nob29sLTE5ODI=,1982
Dodge City Community College,U2Nob29sLTE5ODM=,1983
Dominion College,U2Nob29sLTE5ODQ=,1984
Dominion College: Harrisonburg,U2Nob29sLTE5ODU=,1985
Don Bosco Technical Institute (HS),U2Nob29sLTE5ODY=,1986
Donnelly College,U2Nob29sLTE5ODc=,1987
Draughons Junior College of Business: Nashville,U2Nob29sLTE5OTA=,1990
Draughons Junior College: Clarksville,U2Nob29sLTE5OTE=,1991
DuBois Business College,U2Nob29sLTE5OTI=,1992
DuBois Business College: Huntingdon,U2Nob29sLTE5OTM=,1993
DuBois Business College: Oil City,U2Nob29sLTE5OTQ=,1994
Chief Dull Knife College,U2Nob29sLTE5OTY=,1996
Duluth Business University,U2Nob29sLTE5OTc=,1997
Dunwoody College of Technology,U2Nob29sLTE5OTg=,1998
Durham Technical Community College,U2Nob29sLTE5OTk=,1999
Dutchess Community College,U2Nob29sLTIwMDA=,2000
Dyersburg State Community College,U2Nob29sLTIwMDE=,2001
